Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.05     0.00        3     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>, bool> std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<int, pxr::FileRC::Property> >(std::integral_constant<bool, true>, std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::pair<int, pxr::FileRC::Property> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >*, std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node()
  0.00      0.05     0.00        3     0.00     0.00  std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(int const&, unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*, unsigned long)
  0.00      0.05     0.00        3     0.00     0.00  std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>, bool> std::_Hashtable<int, std::pair<int const, pxr::FileRC::Property>, std::allocator<std::pair<int const, pxr::FileRC::Property> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::emplace<std::pair<int, pxr::FileRC::Property> >(std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::_Head_base<1ul, std::default_delete<pxr::App>, true>::_M_head(std::_Head_base<1ul, std::default_delete<pxr::App>, true>&)
  0.00      0.05     0.00        3     0.00     0.00  std::shared_ptr<pxr::AppState>::~shared_ptr()
  0.00      0.05     0.00        3     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<pxr::App> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<pxr::App> >&)
  0.00      0.05     0.00        3     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      0.05     0.00        3     0.00     0.00  void std::_Destroy_aux<true>::__destroy<pxr::input::KeyCode*>(pxr::input::KeyCode*, pxr::input::KeyCode*)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>, bool> std::unordered_map<int, pxr::FileRC::Property, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, pxr::FileRC::Property> > >::emplace<std::pair<int, pxr::FileRC::Property> >(std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>&)
  0.00      0.05     0.00        3     0.00     0.00  std::__uniq_ptr_impl<pxr::App, std::default_delete<pxr::App> >::_M_deleter()
  0.00      0.05     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >&, std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*, unsigned long)
  0.00      0.05     0.00        3     0.00     0.00  void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::destroy<std::pair<int const, pxr::FileRC::Property> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >&, std::pair<int const, pxr::FileRC::Property>*)
  0.00      0.05     0.00        3     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >&, unsigned long)
  0.00      0.05     0.00        3     0.00     0.00  void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::construct<std::pair<int const, pxr::FileRC::Property>, std::pair<int, pxr::FileRC::Property> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >&, std::pair<int const, pxr::FileRC::Property>*, std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int const, pxr::FileRC::Property>::pair<int, pxr::FileRC::Property, true>(std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int const, pxr::FileRC::Property>::~pair()
  0.00      0.05     0.00        3     0.00     0.00  std::pair<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>, bool>::pair<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>&, bool, true>(std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>&, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int, pxr::FileRC::Property>::pair<int, pxr::FileRC::Property, true>(int const&, pxr::FileRC::Property const&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int, pxr::FileRC::Property>::~pair()
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::to_string(int)
  0.00      0.05     0.00        3     0.00     0.00  std::variant<int, float, bool>::variant<bool, void, void, bool, void>(bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::variant<int, float, bool>::variant<2ul, bool, bool, void>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>::_Hash_node()
  0.00      0.05     0.00        3     0.00     0.00  unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::_M_allocate_node<std::pair<int, pxr::FileRC::Property> >(std::pair<int, pxr::FileRC::Property>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*)
  0.00      0.05     0.00        3     0.00     0.00  void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<pxr::AppState> > >::_M_valptr()
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<int const, pxr::FileRC::Property> >::_Hash_node_value_base()
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Variant_base<int, float, bool>::_Variant_base<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Uninitialized<bool, true>::_Uninitialized<bool>(std::in_place_index_t<0ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Copy_ctor_base<true, int, float, bool>::_Variant_storage<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Move_ctor_base<true, int, float, bool>::_Variant_storage<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Variadic_union<bool>::_Variadic_union<bool>(std::in_place_index_t<0ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Variadic_union<float, bool>::_Variadic_union<1ul, bool>(std::in_place_index_t<1ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Variadic_union<int, float, bool>::_Variadic_union<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  void std::__detail::__variant::__raw_idx_visit<std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, std::variant<int, float, bool> const&>(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, std::variant<int, float, bool> const&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Variant_storage<true, int, float, bool>::_Variant_storage<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Copy_assign_base<true, int, float, bool>::_Variant_storage<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::_Move_assign_base<true, int, float, bool>::_Variant_storage<2ul, bool>(std::in_place_index_t<2ul>, bool&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<std::__detail::__variant::__variant_idx_cookie (*)(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, std::variant<int, float, bool> const&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, std::variant<int, float, bool> const)
  0.00      0.05     0.00        3     0.00     0.00  decltype(auto) std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<std::__detail::__variant::__variant_idx_cookie (*)(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, std::variant<int, float, bool> const&)>, std::integer_sequence<unsigned long, 0ul> >::__element_by_index_or_cookie<0ul, std::variant<int, float, bool> const>(std::variant<int, float, bool> const&&)
  0.00      0.05     0.00        3     0.00     0.00  void std::_Construct<std::pair<int, char const*>, std::pair<int, char const*> const&>(std::pair<int, char const*>*, std::pair<int, char const*> const&)
  0.00      0.05     0.00        3     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.05     0.00        3     0.00     0.00  decltype(auto) std::__do_visit<std::__detail::__variant::__variant_idx_cookie, std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, std::variant<int, float, bool> const&>(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, std::variant<int, float, bool> const&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>* std::__addressof<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int, char const*>* std::__addressof<std::pair<int, char const*> >(std::pair<int, char const*>&)
  0.00      0.05     0.00        3     0.00     0.00  std::default_delete<pxr::App>& std::__get_helper<1ul, std::default_delete<pxr::App>>(std::_Tuple_impl<1ul, std::default_delete<pxr::App>>&)
  0.00      0.05     0.00        3     0.00     0.00  pxr::gfx::Glyph* std::__niter_base<pxr::gfx::Glyph*>(pxr::gfx::Glyph*)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>*)
  0.00      0.05     0.00        3     0.00     0.00  void std::__invoke_impl<void, std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, int const&, std::integral_constant<unsigned long, 0ul> >(std::__invoke_other, std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, int const&, std::integral_constant<unsigned long, 0ul>&&)
  0.00      0.05     0.00        3     0.00     0.00  std::tuple_element<1ul, std::tuple<pxr::App*, std::default_delete<pxr::App> > >::type& std::get<1ul, pxr::App*, std::default_delete<pxr::App> >(std::tuple<pxr::App*, std::default_delete<pxr::App> >&)
  0.00      0.05     0.00        3     0.00     0.00  std::ceil(float)
  0.00      0.05     0.00        3     0.00     0.00  std::remove_reference<pxr::AppState*&>::type&& std::move<pxr::AppState*&>(pxr::AppState*&)
  0.00      0.05     0.00        3     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char const&)
  0.00      0.05     0.00        3     0.00     0.00  pxr::gfx::Font&& std::forward<pxr::gfx::Font>(std::remove_reference<pxr::gfx::Font>::type&)
  0.00      0.05     0.00        3     0.00     0.00  pxr::FileRC::Property&& std::forward<pxr::FileRC::Property>(std::remove_reference<pxr::FileRC::Property>::type&)
  0.00      0.05     0.00        3     0.00     0.00  std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&& std::forward<std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&>(std::remove_reference<std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&>::type&)
  0.00      0.05     0.00        3     0.00     0.00  pxr::FileRC::Property const& std::forward<pxr::FileRC::Property const&>(std::remove_reference<pxr::FileRC::Property const&>::type&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<int, char const*> const& std::forward<std::pair<int, char const*> const&>(std::remove_reference<std::pair<int, char const*> const&>::type&)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>& std::forward<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>&>(std::remove_reference<std::__detail::_Node_iterator<std::pair<int const, pxr::FileRC::Property>, false, false>&>::type&)
  0.00      0.05     0.00        3     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      0.05     0.00        3     0.00     0.00  void std::_Destroy<pxr::input::KeyCode*>(pxr::input::KeyCode*, pxr::input::KeyCode*)
  0.00      0.05     0.00        3     0.00     0.00  void std::_Destroy<pxr::input::KeyCode*, pxr::input::KeyCode>(pxr::input::KeyCode*, pxr::input::KeyCode*, std::allocator<pxr::input::KeyCode>&)
  0.00      0.05     0.00        3     0.00     0.00  std::__invoke_result<std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, int const&, std::integral_constant<unsigned long, 0ul> >::type std::__invoke<std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}, int const&, std::integral_constant<unsigned long, 0ul> >(std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}&&, (std::__invoke_result&&)...)
  0.00      0.05     0.00        3     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false> >(std::__detail::_Hash_node<std::pair<int const, pxr::FileRC::Property>, false>&)
  0.00      0.05     0.00        3     0.00     0.00  std::pair<std::__strip_reference_wrapper<std::decay<int const&>::type>::__type, std::__strip_reference_wrapper<std::decay<pxr::FileRC::Property const&>::type>::__type> std::make_pair<int const&, pxr::FileRC::Property const&>(int const&, pxr::FileRC::Property const&)
  0.00      0.05     0.00        3     0.00     0.00  bool std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.05     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.05     0.00        3     0.00     0.00  pxr::FileRC::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)::{lambda(int)#1}::operator()(int) const
  0.00      0.05     0.00        3     0.00     0.00  auto std::operator==<int, float, bool>(std::variant<int, float, bool> const&, std::variant<int, float, bool> const&)::{lambda(auto:1&&, auto:2)#1}::operator()<int const&, std::integral_constant<unsigned long, 0ul> >(int const&, std::integral_constant<unsigned long, 0ul>)
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::Configuration::Configuration(pxr::gfx::Configuration const&)
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::onWindowResize(pxr::Vector2i)
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::Font::Font(pxr::gfx::Font&&)
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::isValidSpriteSheet(pxr::gfx::SpriteSheet&)
  0.00      0.05     0.00        2     0.00     0.00  pxr::Engine::Ticker::Ticker(void (pxr::Engine::*)(float), pxr::Engine*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, int, bool)
  0.00      0.05     0.00        2     0.00     0.00  pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)
  0.00      0.05     0.00        2     0.00     0.00  tinyxml2::StrPair::TransferTo(tinyxml2::StrPair*)
  0.00      0.05     0.00        2     0.00     0.00  void __gnu_cxx::new_allocator<pxr::input::KeyCode>::construct<pxr::input::KeyCode, pxr::input::KeyCode const&>(pxr::input::KeyCode*, pxr::input::KeyCode const&)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false>*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false> >::destroy<std::pair<int const, pxr::gfx::SpriteSheet> >(std::pair<int const, pxr::gfx::SpriteSheet>*)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false> >::allocate(unsigned long, void const*)
  0.00      0.05     0.00        2     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false> >::construct<std::pair<int const, pxr::gfx::SpriteSheet>, std::pair<int, pxr::gfx::SpriteSheet> >(std::pair<int const, pxr::gfx::SpriteSheet>*, std::pair<int, pxr::gfx::SpriteSheet>&&)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, char const*> >::deallocate(std::pair<int, char const*>*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, char const*> >::allocate(unsigned long, void const*)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, char const*> >::new_allocator()
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<pxr::input::KeyCode*, std::vector<pxr::input::KeyCode, std::allocator<pxr::input::KeyCode> > >::__normal_iterator(pxr::input::KeyCode* const&)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__ops::_Iter_pred<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#2}>::_Iter_pred({lambda(unsigned char)#2})
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__ops::_Iter_pred<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#1}>::_Iter_pred({lambda(unsigned char)#1})
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__ops::_Iter_pred<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#2}> __gnu_cxx::__ops::__pred_iter<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#2}>(__gnu_cxx::__ops::_Iter_pred)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__ops::_Iter_pred<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#1}> __gnu_cxx::__ops::__pred_iter<pxr::FileRC::parseInt(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)::{lambda(unsigned char)#1}>(__gnu_cxx::__ops::_Iter_pred)
  0.00      0.05     0.00        2     0.00     0.00  int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::BmpImage::getWidth() const
  0.00      0.05     0.00        2     0.00     0.00  pxr::gfx::BmpImage::getHeight() const
  0.00      0.05     0.00        2     0.00     0.00  pxr::FileRC::getIntValue(int) const
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<pxr::input::KeyCode>::max_size() const
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, pxr::gfx::SpriteSheet>, false> >::_M_max_size() const
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, char const*> >::max_size() const
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<int const, pxr::FileRC::Property> >::_M_ptr() const
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<int const, pxr::FileRC::Property> >::_M_addr() const
  0.00      0.05     0.00        2     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<pxr::AppState> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<pxr::AppState> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_bucket_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const
